"MEdarkred"	"MEgreen"	"MEpink"	"MEtan"	"MEviolet"	"MEsteelblue"	"MEsaddlebrown"	"MEyellow"	"MEdarkturquoise"	"MEmidnightblue"	"MEturquoise"	"MEdarkolivegreen"	"MEpaleturquoise"	"MEgrey60"	"MElightyellow"	"MEskyblue"	"MEwhite"	"MEdarkgrey"	"MEsalmon"	"MEblack"	"MEgreenyellow"	"MElightgreen"	"MEdarkorange"	"MEblue"	"MEroyalblue"	"MElightcyan"	"MEmagenta"	"MEcyan"	"MEbrown"	"MEdarkgreen"	"MEpurple"	"MEorange"	"MEred"	"MEgrey"
"CC1680.202.Wk2"	0.0140255110299627	0.0145555165450808	0.170103177036515	0.127360958432779	0.018180801559896	0.177748815526789	0.230590928616379	0.236881551677877	0.229539599580029	0.210647210485905	0.192745204577938	-0.00748159478712427	-0.0112939723635999	0.178991571528807	0.0189729129361135	0.0131370349232713	0.038372302352397	-0.0376778355145961	-0.0617553838569601	-0.0886593514484193	0.0671676212472714	0.0319844887863297	-0.28135746716283	-0.329212881903027	-0.311895170637704	-0.237159011500767	-0.160896838523879	-0.0190564461816783	-0.241185069677186	-0.160608473365677	-0.145859264008875	-0.206929775642746	-0.092707859864698	-0.0749968070571944
"CC1327.202.Wk4"	0.000506597140322694	0.0463453649472817	-0.012657709257493	-0.10482796357133	0.00118757670441186	-0.00674525131701143	0.0110512240789055	-0.00158618109438694	0.0322544425567436	-0.0037870420100164	-0.0105928719002884	-0.0146052065573184	0.0152755381940855	-0.0221389587180811	0.00635757783436328	0.102315983829739	0.0635095370942254	0.0712353172823394	0.0831583683776729	0.102026835382847	0.0929332297017345	-0.0166888088776753	-0.012664948722919	0.00293630774830563	-0.00697227799327523	-0.0176507806446852	0.00880209316451474	0.178803713582851	0.0353945117825441	0.0540201737444064	0.0169519415849445	-0.0121819517606396	-0.0154229945136164	-0.00866919848747779
"CC1329.202.Wk4"	-0.0143436737976713	-0.0378026857912181	-0.0429027641915375	-0.0327759981243821	0.0738809139789691	0.0510171333128044	-0.0169120479679222	0.0222579821663871	0.0205735029338062	0.0569008779623015	0.030586105017946	0.0189887184617144	0.118253382254322	-0.00518391486507058	-0.0246849683560484	0.102362042116526	-0.182795138470623	0.000287177029327515	0.0278156474384551	0.0330550201740821	0.0267177776732753	0.0525401798006382	0.0161599864044005	0.052737021611501	0.0544375137923029	0.00750539044089146	0.000993664740122162	0.0103798794509479	0.0380240619632307	-0.00710611193699692	-0.0159041484336509	-0.0138643337744581	-0.0433563035144552	0.13371337293397
"CC1360.201.Wk4"	-0.116499553584995	-0.115894463958073	-0.0663620461930154	-0.0312809031162136	0.00370077528831737	0.0456556234561249	0.0729833183876458	0.0768220617024358	0.140208849359471	0.140250676542328	0.122123035879144	0.0912359808366121	0.107428432660666	0.141440395536877	0.119318968244751	0.111065292361348	0.0157200650062299	0.0697207634592354	0.0591169342870027	0.00981607190285633	0.0682868892872514	-0.0816863798741911	-0.137993497456401	-0.0711348291394759	-0.100947526416406	-0.158898182278084	-0.1600743102767	0.00878833893161132	-0.00421216046787632	0.00975617974965535	0.0108957613980813	-0.0774487553066851	-0.0336597694572608	0.0579508854292193
"CC1368.202.Wk4"	-0.0836083433098744	-0.115955127177524	-0.248826673994664	-0.224175414109951	0.214129264982169	0.00541097373146765	-0.142410901184999	-0.126963955410695	-0.07038678430331	0.0316827959579951	0.0473225938637008	0.148453788964953	0.250913339018862	0.0323938502986778	0.160431852519445	-0.143766457627286	-0.168118663679567	0.0828245916074694	0.0980383307665541	0.0537417268632674	0.011447433398573	0.0372532387725523	-0.0266715399123172	0.181359644302269	0.128556567425359	0.0671921842627315	-0.0163497242570391	-0.0875427074526731	0.169322584490522	0.0740354491167809	0.130370238667838	0.0551550338215151	-0.0271848273974009	0.323544052657916
"CC1409.203.Wk4"	0.113801907981078	0.208251536546304	0.0849259205618958	0.0127030987949057	-0.0819315819710733	-0.0808667587625709	0.0263005913119516	-0.0799041620936557	-0.0416674913900938	-0.210095045532744	-0.183257460576529	-0.210694532075343	-0.202986594586862	-0.214907059382218	-0.135484906503262	0.100278418797347	0.0401803809302821	0.0276079188684174	0.0764121458031234	0.154495794171469	0.125295342417939	0.189702764059743	0.085847063819358	0.0900253349070725	0.0747172568977764	0.0996103270053335	0.146583649180132	-0.0712766251661951	0.0234583697055002	0.0102477000575827	-0.0241516953433816	-0.0317732526512907	-0.0874580427318819	-0.191825103222072
"CC1420.204.Wk4"	0.0433369820234933	0.0522993572391334	-0.0763910295904401	-0.0516179343363217	0.0692979041393765	-0.092518356912333	-0.120287081050956	-0.148273379203611	-0.144327101202199	-0.163498829779752	-0.139108013096245	-0.0284497751461673	0.0308278463453999	-0.145716519332776	-0.00732321425837239	-0.115332357691391	-0.241134956358863	0.0123183590167655	0.0515834488826278	0.0844116148800642	-0.0301510326159087	0.0263189194814894	0.14456435482008	0.250620786637739	0.199006716715034	0.201838906587078	0.152238578036161	0.129573098882233	0.176363671566834	0.114500661476094	0.0899315356222258	0.106952579765036	0.014361436963174	0.203223555283039
"CC1566.203.Wk4"	-0.110957710044857	-0.0636793792682066	-0.193968539500393	-0.10608952706292	-0.0788010491033107	-0.175023009779136	-0.152154130012586	-0.229698126448216	-0.0661697155866158	-0.124607408991718	-0.162280444398166	-0.165698566128624	-0.136487031914784	-0.0197641705757104	0.169792272744223	-0.188129240637472	0.0880445648415386	0.280495013263276	0.271755229841741	0.209680293984305	0.1508523341228	-0.20652722691789	0.11274080735545	0.0721677786380285	0.115026670319712	0.0478120382812492	0.00421628527048655	-0.0527056171272632	0.170964131780216	0.181005760540096	0.221571416636324	0.113799875348224	0.0934040162110009	-0.121489440919405
"CC1668.201.Wk4"	0.230790627842363	0.342350659386217	0.326406593509236	0.324670230916892	-0.11480337600867	0.0649103694750555	0.172353917152436	0.125940804842579	0.0327628057169888	-0.0693647455365688	-0.0194006342501601	-0.299707936380152	-0.346004705504097	-0.179090965676291	-0.247933614414391	0.0743975340977523	0.214004812827715	-0.161530956219044	-0.17279393537101	-0.0101744130462066	0.021062024877721	-0.0832404230723658	-0.065709546547609	-0.123788892443016	-0.0749371389238059	-0.000480645105267882	0.116433233376916	0.162029778685933	-0.200604562206967	-0.147228840063787	-0.198044716242024	-0.15834714942947	-0.138496473742578	-0.228938561746196
"CC1680.202.Wk4"	-0.301042806621779	-0.296735586841139	-0.110004947379892	0.0305779291110619	-0.138842322772122	-0.0730400047645074	0.0499816811720175	0.0583433511907443	0.194481296221095	0.182403381572429	0.105974744274061	0.149704023084012	0.143270243957801	0.289030629110679	0.228266195638228	0.0509182545668801	-0.0236512595033919	0.142335016648464	0.0859267673156892	-0.0470724680302783	0.0370334777269135	0.0906774562481386	-0.136621452384226	-0.237010080826787	-0.296808033391836	-0.272191972043054	-0.318702023666358	0.0311069531087491	-0.0269321032786519	0.0806928509810944	0.0880306707771906	0.00673004736774329	0.130511487363058	-0.0507577793331034
